Unit Size,Unit Name,Unit Type,Experience Level,Equipment,Command Structure,Logistics,Estimated Enemy Size,Enemy Unit Type Composition,Known Enemy Capabilities,Morale,Leadership,Mission Objective,Terrain Type,Weather Conditions,Time of Day,Civilian Presence,Supporting Arms,Enemy Movement,Rules of Engagement,Action Taken
5,Platoon,Military Police,Rookie,Advanced Weaponry,Centralized,Basic,414,Mechanized Infantry,Improvised Explosive Devices (IEDs),High,Charismatic Leader,Rescue/Evacuation,Jungle,Heavy Rain,Night,High,Yes (Artillery & Close Air Support),Encirclement,Weapons Free,5
6,Battalion,Reconnaissance,Veteran,Standard Issue,Centralized (Flexible),Overstocked,313,Guerrilla,Sniper Teams,Medium,Weak,Cyber Defense,Desert,Clear,Dusk,None,Yes (Artillery),Static Defense,Minimize Collateral Damage,3
165,Company,Reconnaissance,Rookie,Basic (Limited Ammo),Decentralized (Limited Communication),Overstocked,312,Drone Operators,Standard Equipment,Fanatical,Tactical Genius,Infrastructure Protection,Desert,Snow,Day,Low,Yes (Naval Gunfire),Aggressive Push,Minimize Collateral Damage,6
95,Battalion,Military Police,Rookie,Riot Gear,Decentralized,Adequate,29,Mechanized Infantry,Sniper Teams,High,Strong,Infrastructure Protection,Suburban,Thunderstorm,Night,Medium,Yes (Artillery & Close Air Support),Static Defense,Protect Civilians at All Costs,6
6,Battalion,Military Police,Veteran,Standard Issue,Centralized,Adequate,429,Irregular Militia,Sniper Teams,Medium,Incompetent,Cyber Defense,Arctic,Thunderstorm,Dusk,High,Yes (Air Support),Static Defense,Non-Lethal Force Only,3
13,Fire Team,Special Forces,Elite,Riot Gear,Decentralized,Adequate,271,Light Infantry,Advanced Communication,Medium,Strong,Peacekeeping,Desert,Clear,Day,None,Yes (Artillery & Close Air Support),Tactical Retreat,Return Fire Only,9
538,Squad,Special Forces,Veteran,Specialized Gear,Decentralized (Limited Communication),Well-Supplied,88,Guerrilla,Sniper Teams,High,Charismatic Leader,Peacekeeping,Island,Clear,Dusk,Medium,Yes (Artillery & Close Air Support),Infiltration,Minimize Collateral Damage,8
977,Platoon,Airborne,Elite,Medical Supplies,Decentralized,Adequate,258,Guerrilla,Sniper Teams,Medium,Tactical Genius,Cyber Defense,Mountain,Sandstorm,Day,Low,Yes (Artillery),Tactical Retreat,Observe and Report,5
4,Company,Airborne,Mixed,Basic (Limited Ammo),Decentralized,Overstocked,251,Drone Operators,Improvised Explosive Devices (IEDs),Fanatical,Tactical Genius,Peacekeeping,Coastal,Sandstorm,Dawn,High,Yes (Artillery),Patrolling,Protect Civilians at All Costs,3
800,Battalion,Mechanized,Rookie,Standard Issue,Centralized (Strict Hierarchy),Well-Supplied,336,Irregular Militia,Standard Equipment,Low,Weak,Eliminate Enemy Force,Island,Cloudy,Dawn,Low,Yes (Artillery & Close Air Support),Tactical Retreat,Observe and Report,1
8,Battalion,Engineers,Veteran,Riot Gear,Centralized (Strict Hierarchy),Adequate,184,Armored,Advanced Communication,Medium,Tactical Genius,Peacekeeping,Rural,Light Rain,Dusk,High,Yes (Artillery),Patrolling,Minimize Collateral Damage,2
12,Platoon,Infantry,Rookie,Advanced Weaponry,Centralized (Flexible),Basic,319,Light Infantry,Improvised Explosive Devices (IEDs),Low,Charismatic Leader,Eliminate Enemy Force,Suburban,Thunderstorm,Night,High,Yes (Artillery),Tactical Retreat,Observe and Report,1
459,Squad,Military Police,Rookie,Basic (Limited Ammo),Centralized (Strict Hierarchy),Overstocked,207,Mechanized Infantry,Sniper Teams,High,Incompetent,Counter-insurgency,Desert,Sandstorm,Dusk,Medium,No,Guerrilla Tactics,Weapons Free,1
37,Squad,Military Police,Mixed,Specialized Gear,Centralized (Strict Hierarchy),Adequate,280,Armored,Advanced Communication,Fanatical,Incompetent,Peacekeeping,Coastal,Thunderstorm,Dawn,Medium,Yes (Air & Artillery),Static Defense,Weapons Free,3
827,Squad,Special Forces,Mixed,Specialized Gear,Centralized (Flexible),Minimal,263,Drone Operators,Improvised Explosive Devices (IEDs),Medium,Charismatic Leader,Reconnaissance,Mountain,Cloudy,Night,None,No,Guerrilla Tactics,Return Fire Only,3
6,Company,Armored,Rookie,Riot Gear,Decentralized,Overstocked,362,Special Forces,Improvised Explosive Devices (IEDs),High,Incompetent,Cyber Defense,Desert,Light Rain,Day,Medium,No,Aggressive Push,Weapons Free,3
5,Squad,Special Forces,Veteran,Specialized Gear,Centralized (Strict Hierarchy),Overstocked,214,Drone Operators,Improvised Explosive Devices (IEDs),Low,Tactical Genius,Secure Objective,Coastal,Light Rain,Day,None,Yes (Artillery & Close Air Support),Guerrilla Tactics,Minimize Collateral Damage,1
5,Platoon,Engineers,Rookie,Standard Issue,Centralized,Adequate,137,Light Infantry,Standard Equipment,High,Competent,Reconnaissance,Desert,Snow,Day,Low,Yes (Air Support),Tactical Retreat,Return Fire Only,6
12,Company,Military Police,Elite,Basic (Limited Ammo),Decentralized (Limited Communication),Overstocked,457,Cyber Warfare,Sniper Teams,Medium,Weak,Infrastructure Protection,Jungle,Sandstorm,Dusk,Medium,Yes (Artillery),Static Defense,Minimize Collateral Damage,5
9,Platoon,Special Forces,Veteran,Advanced Weaponry,Centralized,Adequate,362,Guerrilla,Standard Equipment,Medium,Incompetent,Reconnaissance,Mountain,Snow,Day,Low,Yes (Air Support),Patrolling,Non-Lethal Force Only,9
395,Platoon,Engineers,Mixed,Riot Gear,Decentralized,Overstocked,400,Irregular Militia,Sniper Teams,High,Competent,Peacekeeping,Forest,Sandstorm,Dawn,High,Yes (Air Support),Patrolling,Protect Civilians at All Costs,1
153,Platoon,Infantry,Rookie,Standard Issue,Decentralized,Well-Supplied,64,Guerrilla,Standard Equipment,Fanatical,Charismatic Leader,Cyber Defense,Rural,Light Rain,Night,Low,Yes (Artillery),Infiltration,Weapons Free,8
5,Company,Reconnaissance,Elite,Advanced Weaponry,Centralized,Basic,441,Mechanized Infantry,Improvised Explosive Devices (IEDs),High,Charismatic Leader,Cyber Defense,Mountain,Fog,Night,Low,Yes (Artillery),Encirclement,Return Fire Only,4
17,Squad,Special Forces,Mixed,Medical Supplies,Decentralized,Basic,24,Cyber Warfare,Standard Equipment,High,Incompetent,Eliminate Enemy Force,Mountain,Snow,Dawn,Low,Yes (Air & Artillery),Aggressive Push,Observe and Report,1
419,Battalion,Special Forces,Mixed,Advanced Weaponry,Centralized (Strict Hierarchy),Basic,199,Guerrilla,Standard Equipment,Low,Competent,Reconnaissance,Suburban,Blizzard,Dawn,High,Yes (Artillery),Infiltration,Minimize Collateral Damage,5
178,Platoon,Engineers,Elite,Medical Supplies,Centralized (Flexible),Basic,309,Light Infantry,Improvised Explosive Devices (IEDs),High,Tactical Genius,Eliminate Enemy Force,Arctic,Light Rain,Day,High,Yes (Naval Gunfire),Tactical Retreat,Weapons Free,6
896,Fire Team,Reconnaissance,Rookie,Advanced Weaponry,Centralized (Flexible),Adequate,195,Drone Operators,Sniper Teams,Low,Strong,Peacekeeping,Desert,Fog,Night,Medium,Yes (Artillery),Patrolling,Return Fire Only,1
9,Fire Team,Special Forces,Rookie,Standard Issue,Centralized (Strict Hierarchy),Overstocked,32,Special Forces,Sniper Teams,Medium,Tactical Genius,Rescue/Evacuation,Island,Heavy Rain,Day,None,Yes (Air Support),Patrolling,Minimize Collateral Damage,5
893,Fire Team,Mechanized,Rookie,Advanced Weaponry,Centralized (Strict Hierarchy),Basic,123,Armored,Standard Equipment,Low,Weak,Counter-insurgency,Island,Cloudy,Day,Low,Yes (Air Support),Patrolling,Protect Civilians at All Costs,5
10,Platoon,Engineers,Veteran,Riot Gear,Centralized,Well-Supplied,361,Guerrilla,Sniper Teams,Fanatical,Strong,Secure Objective,Mountain,Sandstorm,Dusk,Medium,Yes (Artillery),Static Defense,Minimize Collateral Damage,8
159,Battalion,Special Forces,Rookie,Standard Issue,Decentralized,Adequate,435,Mechanized Infantry,Improvised Explosive Devices (IEDs),Low,Competent,Reconnaissance,Coastal,Thunderstorm,Dusk,None,Yes (Artillery),Static Defense,Protect Civilians at All Costs,4
4,Squad,Airborne,Mixed,Advanced Weaponry,Decentralized (Limited Communication),Adequate,128,Mechanized Infantry,Advanced Communication,Medium,Charismatic Leader,Peacekeeping,Suburban,Thunderstorm,Dawn,High,Yes (Air Support),Static Defense,Observe and Report,3
45,Platoon,Combat Medic Team,Mixed,Basic (Limited Ammo),Centralized (Flexible),Basic,186,Drone Operators,Improvised Explosive Devices (IEDs),Low,Strong,Peacekeeping,Arctic,Clear,Day,Low,Yes (Naval Gunfire),Patrolling,Weapons Free,8
194,Company,Combat Medic Team,Veteran,Basic (Limited Ammo),Centralized (Strict Hierarchy),Minimal,111,Light Infantry,Sniper Teams,Fanatical,Incompetent,Rescue/Evacuation,Arctic,Extreme Cold,Night,Low,No,Guerrilla Tactics,Minimize Collateral Damage,2
174,Squad,Mechanized,Mixed,Basic (Limited Ammo),Centralized,Well-Supplied,39,Light Infantry,Standard Equipment,Low,Incompetent,Reconnaissance,Rural,Light Rain,Night,High,Yes (Naval Gunfire),Tactical Retreat,Observe and Report,2
49,Fire Team,Combat Medic Team,Mixed,Medical Supplies,Centralized (Strict Hierarchy),Overstocked,266,Irregular Militia,Advanced Communication,Fanatical,Incompetent,Counter-insurgency,Jungle,Thunderstorm,Night,Medium,Yes (Air & Artillery),Static Defense,Minimize Collateral Damage,9
42,Company,Mechanized,Rookie,Standard Issue,Decentralized (Limited Communication),Overstocked,256,Armored,Advanced Communication,Low,Charismatic Leader,Reconnaissance,Urban,Blizzard,Day,High,Yes (Air & Artillery),Infiltration,Protect Civilians at All Costs,1
932,Company,Combat Medic Team,Mixed,Advanced Weaponry,Centralized (Strict Hierarchy),Basic,374,Drone Operators,Standard Equipment,Medium,Incompetent,Cyber Defense,Urban,Blizzard,Day,High,Yes (Naval Gunfire),Aggressive Push,Minimize Collateral Damage,7
43,Fire Team,Infantry,Rookie,Specialized Gear,Centralized,Minimal,142,Light Infantry,Improvised Explosive Devices (IEDs),High,Tactical Genius,Counter-insurgency,Island,Heavy Rain,Night,High,Yes (Air & Artillery),Encirclement,Protect Civilians at All Costs,4
899,Fire Team,Military Police,Veteran,Riot Gear,Decentralized (Limited Communication),Overstocked,347,Cyber Warfare,Advanced Communication,High,Strong,Infrastructure Protection,Jungle,Blizzard,Night,High,Yes (Artillery),Encirclement,Minimize Collateral Damage,2
11,Company,Infantry,Veteran,Standard Issue,Centralized (Flexible),Well-Supplied,434,Light Infantry,Sniper Teams,Medium,Charismatic Leader,Eliminate Enemy Force,Urban,Fog,Day,High,Yes (Air & Artillery),Guerrilla Tactics,Return Fire Only,4
383,Company,Military Police,Mixed,Specialized Gear,Centralized (Strict Hierarchy),Basic,395,Special Forces,Advanced Communication,Fanatical,Incompetent,Reconnaissance,Jungle,Heavy Rain,Dusk,Low,Yes (Artillery & Close Air Support),Tactical Retreat,Protect Civilians at All Costs,8
40,Squad,Military Police,Rookie,Advanced Weaponry,Decentralized (Limited Communication),Well-Supplied,311,Armored,Improvised Explosive Devices (IEDs),Low,Tactical Genius,Cyber Defense,Jungle,Clear,Dawn,Low,Yes (Naval Gunfire),Patrolling,Protect Civilians at All Costs,6
431,Platoon,Military Police,Mixed,Riot Gear,Centralized (Strict Hierarchy),Overstocked,473,Drone Operators,Improvised Explosive Devices (IEDs),Fanatical,Charismatic Leader,Eliminate Enemy Force,Desert,Cloudy,Night,None,Yes (Naval Gunfire),Encirclement,Return Fire Only,2
26,Company,Infantry,Elite,Specialized Gear,Centralized (Flexible),Adequate,218,Special Forces,Sniper Teams,Low,Incompetent,Peacekeeping,Coastal,Snow,Dawn,Low,Yes (Artillery & Close Air Support),Guerrilla Tactics,Minimize Collateral Damage,6
19,Fire Team,Engineers,Veteran,Medical Supplies,Centralized (Strict Hierarchy),Well-Supplied,155,Special Forces,Advanced Communication,Medium,Strong,Peacekeeping,Island,Cloudy,Dawn,High,No,Static Defense,Weapons Free,1
4,Squad,Airborne,Rookie,Standard Issue,Centralized (Flexible),Adequate,434,Mechanized Infantry,Improvised Explosive Devices (IEDs),Fanatical,Competent,Secure Objective,Forest,Snow,Day,High,Yes (Artillery & Close Air Support),Guerrilla Tactics,Return Fire Only,1
701,Battalion,Mechanized,Veteran,Medical Supplies,Centralized (Flexible),Adequate,29,Drone Operators,Sniper Teams,Medium,Weak,Cyber Defense,Mountain,Light Rain,Dawn,Medium,Yes (Artillery & Close Air Support),Static Defense,Return Fire Only,2
871,Squad,Engineers,Mixed,Basic (Limited Ammo),Centralized (Flexible),Overstocked,128,Special Forces,Advanced Communication,Fanatical,Weak,Eliminate Enemy Force,Suburban,Blizzard,Dusk,High,Yes (Artillery & Close Air Support),Tactical Retreat,Minimize Collateral Damage,3
39,Company,Engineers,Rookie,Standard Issue,Centralized (Strict Hierarchy),Minimal,302,Drone Operators,Sniper Teams,Fanatical,Charismatic Leader,Infrastructure Protection,Suburban,Sandstorm,Day,Low,No,Infiltration,Minimize Collateral Damage,2
5,Squad,Engineers,Rookie,Standard Issue,Centralized (Strict Hierarchy),Well-Supplied,337,Cyber Warfare,Advanced Communication,Low,Weak,Infrastructure Protection,Coastal,Heavy Rain,Dusk,Low,Yes (Air & Artillery),Encirclement,Minimize Collateral Damage,8
4,Platoon,Military Police,Veteran,Specialized Gear,Decentralized (Limited Communication),Overstocked,113,Light Infantry,Improvised Explosive Devices (IEDs),Low,Weak,Cyber Defense,Arctic,Snow,Day,Low,Yes (Artillery),Guerrilla Tactics,Protect Civilians at All Costs,3
178,Platoon,Infantry,Elite,Standard Issue,Decentralized,Overstocked,400,Irregular Militia,Improvised Explosive Devices (IEDs),Low,Weak,Eliminate Enemy Force,Rural,Clear,Night,None,Yes (Air Support),Aggressive Push,Return Fire Only,1
953,Platoon,Mechanized,Elite,Specialized Gear,Centralized (Strict Hierarchy),Overstocked,146,Guerrilla,Standard Equipment,Fanatical,Tactical Genius,Peacekeeping,Arctic,Sandstorm,Dusk,Low,Yes (Artillery & Close Air Support),Aggressive Push,Minimize Collateral Damage,1
243,Battalion,Armored,Rookie,Advanced Weaponry,Decentralized,Well-Supplied,185,Irregular Militia,Sniper Teams,Fanatical,Charismatic Leader,Secure Objective,Forest,Snow,Night,Medium,Yes (Air Support),Encirclement,Observe and Report,3
13,Company,Mechanized,Elite,Standard Issue,Centralized (Flexible),Minimal,76,Mechanized Infantry,Improvised Explosive Devices (IEDs),High,Competent,Secure Objective,Coastal,Extreme Heat,Dawn,Low,Yes (Artillery),Tactical Retreat,Protect Civilians at All Costs,1
6,Squad,Infantry,Mixed,Riot Gear,Decentralized,Adequate,45,Special Forces,Improvised Explosive Devices (IEDs),Low,Competent,Counter-insurgency,Jungle,Thunderstorm,Dusk,Medium,Yes (Artillery & Close Air Support),Patrolling,Minimize Collateral Damage,6
13,Platoon,Airborne,Elite,Specialized Gear,Decentralized,Well-Supplied,247,Guerrilla,Improvised Explosive Devices (IEDs),Low,Weak,Infrastructure Protection,Desert,Extreme Heat,Day,Low,Yes (Air & Artillery),Tactical Retreat,Return Fire Only,9
9,Company,Military Police,Elite,Riot Gear,Centralized (Strict Hierarchy),Adequate,31,Special Forces,Standard Equipment,High,Charismatic Leader,Secure Objective,Arctic,Sandstorm,Night,None,Yes (Artillery & Close Air Support),Tactical Retreat,Protect Civilians at All Costs,3
9,Squad,Reconnaissance,Elite,Medical Supplies,Centralized (Strict Hierarchy),Adequate,196,Drone Operators,Improvised Explosive Devices (IEDs),Low,Tactical Genius,Secure Objective,Jungle,Cloudy,Dusk,Medium,Yes (Artillery & Close Air Support),Patrolling,Minimize Collateral Damage,4
48,Platoon,Military Police,Mixed,Riot Gear,Decentralized,Adequate,133,Armored,Improvised Explosive Devices (IEDs),Fanatical,Incompetent,Reconnaissance,Jungle,Extreme Cold,Dusk,Low,Yes (Air Support),Patrolling,Protect Civilians at All Costs,8
6,Battalion,Military Police,Mixed,Basic (Limited Ammo),Centralized (Flexible),Overstocked,289,Light Infantry,Advanced Communication,High,Tactical Genius,Eliminate Enemy Force,Forest,Blizzard,Dawn,Medium,Yes (Naval Gunfire),Aggressive Push,Observe and Report,9
49,Fire Team,Military Police,Rookie,Basic (Limited Ammo),Decentralized,Overstocked,113,Irregular Militia,Improvised Explosive Devices (IEDs),Fanatical,Tactical Genius,Peacekeeping,Desert,Light Rain,Day,Medium,Yes (Naval Gunfire),Tactical Retreat,Non-Lethal Force Only,3
44,Platoon,Special Forces,Rookie,Standard Issue,Centralized (Strict Hierarchy),Adequate,409,Armored,Advanced Communication,High,Weak,Infrastructure Protection,Arctic,Cloudy,Day,None,Yes (Air Support),Static Defense,Weapons Free,2
191,Battalion,Combat Medic Team,Mixed,Advanced Weaponry,Centralized,Basic,224,Armored,Improvised Explosive Devices (IEDs),Low,Competent,Secure Objective,Desert,Fog,Night,Low,Yes (Naval Gunfire),Tactical Retreat,Observe and Report,4
9,Company,Special Forces,Mixed,Basic (Limited Ammo),Decentralized (Limited Communication),Basic,459,Special Forces,Standard Equipment,Low,Strong,Counter-insurgency,Coastal,Heavy Rain,Dusk,Low,Yes (Naval Gunfire),Patrolling,Weapons Free,1
50,Company,Military Police,Rookie,Riot Gear,Centralized (Flexible),Adequate,250,Armored,Sniper Teams,Fanatical,Incompetent,Cyber Defense,Urban,Sandstorm,Night,Medium,Yes (Air & Artillery),Infiltration,Observe and Report,1
23,Platoon,Military Police,Veteran,Specialized Gear,Centralized,Well-Supplied,117,Irregular Militia,Advanced Communication,Medium,Weak,Secure Objective,Forest,Heavy Rain,Dawn,High,Yes (Naval Gunfire),Tactical Retreat,Observe and Report,6
8,Battalion,Mechanized,Mixed,Standard Issue,Centralized (Flexible),Overstocked,356,Special Forces,Standard Equipment,Medium,Charismatic Leader,Eliminate Enemy Force,Arctic,Blizzard,Day,Medium,Yes (Artillery & Close Air Support),Static Defense,Minimize Collateral Damage,5
4,Company,Infantry,Mixed,Advanced Weaponry,Centralized (Strict Hierarchy),Overstocked,210,Drone Operators,Standard Equipment,Medium,Tactical Genius,Cyber Defense,Desert,Heavy Rain,Dusk,Low,Yes (Air Support),Aggressive Push,Weapons Free,5
12,Squad,Airborne,Veteran,Specialized Gear,Centralized (Flexible),Overstocked,310,Armored,Improvised Explosive Devices (IEDs),Fanatical,Tactical Genius,Peacekeeping,Rural,Extreme Cold,Dusk,High,No,Tactical Retreat,Minimize Collateral Damage,5
142,Platoon,Reconnaissance,Rookie,Riot Gear,Centralized (Strict Hierarchy),Well-Supplied,483,Mechanized Infantry,Standard Equipment,High,Charismatic Leader,Counter-insurgency,Rural,Extreme Cold,Day,None,No,Static Defense,Return Fire Only,2
199,Fire Team,Military Police,Mixed,Advanced Weaponry,Centralized (Flexible),Well-Supplied,142,Mechanized Infantry,Advanced Communication,Low,Strong,Infrastructure Protection,Urban,Fog,Dawn,High,Yes (Artillery & Close Air Support),Tactical Retreat,Protect Civilians at All Costs,1
237,Battalion,Combat Medic Team,Mixed,Specialized Gear,Centralized (Strict Hierarchy),Overstocked,59,Special Forces,Standard Equipment,Fanatical,Weak,Peacekeeping,Mountain,Thunderstorm,Dawn,Medium,Yes (Air Support),Static Defense,Minimize Collateral Damage,4
480,Company,Airborne,Veteran,Medical Supplies,Decentralized (Limited Communication),Minimal,22,Light Infantry,Standard Equipment,Medium,Charismatic Leader,Rescue/Evacuation,Forest,Blizzard,Dusk,Low,Yes (Naval Gunfire),Encirclement,Minimize Collateral Damage,4
5,Platoon,Infantry,Veteran,Riot Gear,Centralized,Adequate,500,Armored,Standard Equipment,Medium,Weak,Counter-insurgency,Suburban,Thunderstorm,Dusk,Low,No,Infiltration,Non-Lethal Force Only,1
